
---------- Begin Simulation Statistics ----------
simSeconds                                   0.009910                       # Number of seconds simulated (Second)
system.cpu0.commitStats0.committedInstType::SimdAdd            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdAddAcc            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdAlu            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdCmp            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdCvt            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdMisc            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdMult            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdMultAcc            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdMatMultAcc            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdShift            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdShiftAcc            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdDiv            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdSqrt            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatAdd            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatAlu            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatCmp            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatCvt            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatDiv            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatMisc            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatMult            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatMultAcc            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatMatMultAcc            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatSqrt            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdReduceAdd            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdReduceAlu            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdReduceCmp            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatReduceAdd            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdFloatReduceCmp            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdAes            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdAesMix            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdSha1Hash            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdSha1Hash2            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdSha256Hash            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdSha256Hash2            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdShaSigma2            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdShaSigma3            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::SimdPredAlu            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::Matrix            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::MatrixMov            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::MatrixOP            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::MemRead            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::MemWrite            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::FloatMemRead            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::FloatMemWrite            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::IprAccess            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::InstPrefetch            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorUnitStrideLoad            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorUnitStrideStore            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorUnitStrideMaskLoad            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorUnitStrideMaskStore            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorStridedLoad            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorStridedStore            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIndexedLoad            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIndexedStore            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorUnitStrideFaultOnlyFirstLoad            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorWholeRegisterLoad            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorWholeRegisterStore            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIntegerArith            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorFloatArith            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorFloatConvert            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIntegerReduce            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorFloatReduce            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorMisc            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorIntegerExtension            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::VectorConfig            0                       # Class of committed instruction. (Count)
system.cpu0.commitStats0.committedInstType::total            0                       # Class of committed instruction. (Count)
system.cpu0.dcache.demandHits_0::switch_cpus0.data      1945972                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits_0::total        1945972                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits_0::switch_cpus0.data      1945972                       # number of overall hits (Count)
system.cpu0.dcache.overallHits_0::total       1945972                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses_0::switch_cpus0.data         2785                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses_0::total         2785                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses_0::switch_cpus0.data         2785                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses_0::total         2785                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency_0::switch_cpus0.data    207773469                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency_0::total    207773469                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency_0::switch_cpus0.data    207773469                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency_0::total    207773469                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses_0::switch_cpus0.data      1948757                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses_0::total      1948757                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses_0::switch_cpus0.data      1948757                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses_0::total      1948757                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate_0::switch_cpus0.data     0.001429                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate_0::total     0.001429                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate_0::switch_cpus0.data     0.001429                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate_0::total     0.001429                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency_0::switch_cpus0.data 74604.477199                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.demandAvgMissLatency_0::total 74604.477199                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency_0::switch_cpus0.data 74604.477199                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency_0::total 74604.477199                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.demandMshrHits_0::switch_cpus0.data         2519                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits_0::total         2519                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits_0::switch_cpus0.data         2519                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits_0::total         2519                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses_0::switch_cpus0.data          266                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses_0::total          266                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses_0::cpu0.dcache.prefetcher       121000                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses_0::switch_cpus0.data          266                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses_0::total       121266                       # number of overall MSHR misses (Count)
system.cpu0.dcache.demandMshrMissLatency_0::switch_cpus0.data     23527584                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissLatency_0::total     23527584                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency_0::cpu0.dcache.prefetcher   5085908423                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency_0::switch_cpus0.data     23527584                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency_0::total   5109436007                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissRate_0::switch_cpus0.data     0.000136                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.demandMshrMissRate_0::total     0.000136                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate_0::cpu0.dcache.prefetcher          inf                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate_0::switch_cpus0.data     0.000136                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate_0::total     0.062227                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMshrMissLatency_0::switch_cpus0.data 88449.563910                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.demandAvgMshrMissLatency_0::total 88449.563910                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency_0::cpu0.dcache.prefetcher 42032.301017                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency_0::switch_cpus0.data 88449.563910                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency_0::total 42134.118442                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.replacements_0              110204                       # number of replacements (Count)
system.cpu0.dcache.overallMshrUncacheable_3::switch_cpus0.data           94                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.dcache.overallMshrUncacheable_3::total           94                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.dcache.overallMshrUncacheableLatency_3::switch_cpus0.data    567056466                       # number of overall MSHR uncacheable ticks (Tick)
system.cpu0.dcache.overallMshrUncacheableLatency_3::total    567056466                       # number of overall MSHR uncacheable ticks (Tick)
system.cpu0.dcache.overallAvgMshrUncacheableLatency_3::switch_cpus0.data 6032515.595745                       # average overall mshr uncacheable latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrUncacheableLatency_3::total 6032515.595745                       # average overall mshr uncacheable latency ((Tick/Count))
system.cpu0.dcache.overallMshrUncacheable_4::switch_cpus0.data          185                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.dcache.overallMshrUncacheable_4::total          185                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.dcache.overallMshrUncacheable_5::switch_cpus0.data         1050                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.dcache.overallMshrUncacheable_5::total         1050                       # number of overall MSHR uncacheable misses (Count)
system.cpu0.dcache.demandHits_6::switch_cpus0.data      1528912                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits_6::total        1528912                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits_6::switch_cpus0.data      1528912                       # number of overall hits (Count)
system.cpu0.dcache.overallHits_6::total       1528912                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses_6::switch_cpus0.data         4382                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses_6::total         4382                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses_6::switch_cpus0.data         4382                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses_6::total         4382                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency_6::switch_cpus0.data    670636304                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency_6::total    670636304                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency_6::switch_cpus0.data    670636304                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency_6::total    670636304                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses_6::switch_cpus0.data      1533294                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses_6::total      1533294                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses_6::switch_cpus0.data      1533294                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses_6::total      1533294                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate_6::switch_cpus0.data     0.002858                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate_6::total     0.002858                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate_6::switch_cpus0.data     0.002858                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate_6::total     0.002858                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency_6::switch_cpus0.data 153043.428571                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.demandAvgMissLatency_6::total 153043.428571                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency_6::switch_cpus0.data 153043.428571                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency_6::total 153043.428571                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.writebacks_6::writebacks        34144                       # number of writebacks (Count)
system.cpu0.dcache.writebacks_6::total          34144                       # number of writebacks (Count)
system.cpu0.dcache.demandMshrHits_6::switch_cpus0.data          131                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits_6::total          131                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits_6::switch_cpus0.data          131                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits_6::total          131                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses_6::switch_cpus0.data         4251                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses_6::total         4251                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses_6::cpu0.dcache.prefetcher        63993                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses_6::switch_cpus0.data         4251                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses_6::total        68244                       # number of overall MSHR misses (Count)
system.cpu0.dcache.demandMshrMissLatency_6::switch_cpus0.data    652247554                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissLatency_6::total    652247554                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency_6::cpu0.dcache.prefetcher   2081312206                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency_6::switch_cpus0.data    652247554                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency_6::total   2733559760                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissRate_6::switch_cpus0.data     0.002772                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.demandMshrMissRate_6::total     0.002772                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate_6::cpu0.dcache.prefetcher          inf                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate_6::switch_cpus0.data     0.002772                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate_6::total     0.044508                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMshrMissLatency_6::switch_cpus0.data 153433.910609                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.demandAvgMshrMissLatency_6::total 153433.910609                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency_6::cpu0.dcache.prefetcher 32524.060538                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency_6::switch_cpus0.data 153433.910609                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency_6::total 40055.679034                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.replacements_6               68111                       # number of replacements (Count)
system.cpu0.dcache.demandHits_7::switch_cpus0.data      2093950                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits_7::total        2093950                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits_7::switch_cpus0.data      2093950                       # number of overall hits (Count)
system.cpu0.dcache.overallHits_7::total       2093950                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses_7::switch_cpus0.data        11012                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses_7::total        11012                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses_7::switch_cpus0.data        11012                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses_7::total        11012                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency_7::switch_cpus0.data    960089001                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency_7::total    960089001                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency_7::switch_cpus0.data    960089001                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency_7::total    960089001                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses_7::switch_cpus0.data      2104962                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses_7::total      2104962                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses_7::switch_cpus0.data      2104962                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses_7::total      2104962                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate_7::switch_cpus0.data     0.005231                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate_7::total     0.005231                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate_7::switch_cpus0.data     0.005231                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate_7::total     0.005231                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency_7::switch_cpus0.data 87185.706593                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.demandAvgMissLatency_7::total 87185.706593                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency_7::switch_cpus0.data 87185.706593                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency_7::total 87185.706593                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.writebacks_7::writebacks        68059                       # number of writebacks (Count)
system.cpu0.dcache.writebacks_7::total          68059                       # number of writebacks (Count)
system.cpu0.dcache.demandMshrHits_7::switch_cpus0.data          702                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits_7::total          702                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits_7::switch_cpus0.data          702                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits_7::total          702                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses_7::switch_cpus0.data        10310                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses_7::total        10310                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses_7::cpu0.dcache.prefetcher        57968                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses_7::switch_cpus0.data        10310                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses_7::total        68278                       # number of overall MSHR misses (Count)
system.cpu0.dcache.demandMshrMissLatency_7::switch_cpus0.data    892599628                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissLatency_7::total    892599628                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency_7::cpu0.dcache.prefetcher   3688747223                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency_7::switch_cpus0.data    892599628                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency_7::total   4581346851                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissRate_7::switch_cpus0.data     0.004898                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.demandMshrMissRate_7::total     0.004898                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate_7::cpu0.dcache.prefetcher          inf                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate_7::switch_cpus0.data     0.004898                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate_7::total     0.032437                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMshrMissLatency_7::switch_cpus0.data 86576.103589                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.demandAvgMshrMissLatency_7::total 86576.103589                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency_7::cpu0.dcache.prefetcher 63634.198575                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency_7::switch_cpus0.data 86576.103589                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency_7::total 67098.433624                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.replacements_7               68114                       # number of replacements (Count)
system.cpu0.dcache.demandMisses_13::switch_cpus0.data           68                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses_13::total           68                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses_13::switch_cpus0.data           68                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses_13::total           68                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency_13::switch_cpus0.data      2135286                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency_13::total      2135286                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency_13::switch_cpus0.data      2135286                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency_13::total      2135286                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses_13::switch_cpus0.data           68                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses_13::total           68                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses_13::switch_cpus0.data           68                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses_13::total           68                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate_13::switch_cpus0.data            1                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate_13::total            1                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate_13::switch_cpus0.data            1                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate_13::total            1                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency_13::switch_cpus0.data 31401.264706                       # average overall miss latency in ticks ((Tick/Count))
